Total,Plu,Description,Qté_11,Mnt_11,Qté_21,Mnt_21,Qté_31,Mnt_31,Qté_41,Mnt_41,Qté_51,Mnt_51,Qté_12,Mnt_12,Qté_22,Mnt_22,Qté_32,Mnt_32,Qté_42,Mnt_42,Qté_52,Mnt_52,Qté_13,Mnt_13,Qté_23,Mnt_23,Qté_33,Mnt_33,Qté_43,Mnt_43,Qté_53,Mnt_53
"""VIN""","""11607682""","""AUDACITY Btle""",0.00,0.00,0.00,0.00,36.00,1845.00,30.00,1554.10,66.00,3399.10,9086.00,139733.01,2941.00,43147.05,16558.00,288172.72,19096.00,302022.52,47681.00,773075.30,1414043.00,5830935.89,363534.00,1818794.41,1384578.00,7162821.18,2369189.00,11781378.12,5531344.00,26593929.60
"""VIN""","""11607683""","""150ml AUDACITY""",17.00,177.15,5.00,49.00,47.00,470.30,37.00,359.00,106.00,1055.45,9103.00,139910.16,2946.00,43196.05,16605.00,288643.02,19133.00,302381.52,47787.00,774130.75,1414060.00,5831113.04,363539.00,1818843.41,1384625.00,7163291.48,2369226.00,11781737.12,5531450.00,26594985.05
"""VIN""","""11607684""","""1/4L AUDACITY""",6.00,102.00,6.00,105.00,41.00,715.50,19.00,332.50,72.00,1255.00,9109.00,140012.16,2952.00,43301.05,16646.00,289358.52,19152.00,302714.02,47859.00,775385.75,1414066.00,5831215.04,363545.00,1818948.41,1384666.00,7164006.98,2369245.00,11782069.62,5531522.00,26596240.05
"""VIN""","""11607685""","""1/2L AUDACITY""",4.00,92.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,92.00,9113.00,140104.16,2952.00,43301.05,16646.00,289358.52,19152.00,302714.02,47863.00,775477.75,1414070.00,5831307.04,363545.00,1818948.41,1384666.00,7164006.98,2369245.00,11782069.62,5531526.00,26596332.05
"""VIN""","""11607686""","""OPEN CHARDONNAY""",2.00,96.00,3.00,145.02,16.00,774.02,17.00,736.50,38.00,1751.54,9115.00,140200.16,2955.00,43446.07,16662.00,290132.54,19169.00,303450.52,47901.00,777229.29,1414072.00,5831403.04,363548.00,1819093.43,1384682.00,7164781.00,2369262.00,11782806.12,5531564.00,26598083.59
"""VIN""","""11607687""","""INNISK. PINOT GRIS""",1.00,49.00,1.00,49.00,16.00,784.04,11.00,539.00,29.00,1421.04,9116.00,140249.16,2956.00,43495.07,16678.00,290916.58,19180.00,303989.52,47930.00,778650.33,1414073.00,5831452.04,363549.00,1819142.43,1384698.00,7165565.04,2369273.00,11783345.12,5531593.00,26599504.63
"""VIN""","""11607688""","""9oz PROSECCO""",6.00,105.00,5.00,89.50,16.00,283.50,18.00,321.00,45.00,799.00,9122.00,140354.16,2961.00,43584.57,16694.00,291200.08,19198.00,304310.52,47975.00,779449.33,1414079.00,5831557.04,363554.00,1819231.93,1384714.00,7165848.54,2369291.00,11783666.12,5531638.00,26600303.63
"""VIN""","""11607689""","""1/2L PROSECCO""",0.00,0.00,0.00,0.00,1.00,6.00,0.00,0.00,1.00,6.00,9122.00,140354.16,2961.00,43584.57,16695.00,291206.08,19198.00,304310.52,47976.00,779455.33,1414079.00,5831557.04,363554.00,1819231.93,1384715.00,7165854.54,2369291.00,11783666.12,5531639.00,26600309.63
"""VIN""","""11607690""","""L'ORPAILLEUR""",1.00,72.00,2.00,126.00,0.00,0.00,9.00,648.00,12.00,846.00,9123.00,140426.16,2963.00,43710.57,16695.00,291206.08,19207.00,304958.52,47988.00,780301.33,1414080.00,5831629.04,363556.00,1819357.93,1384715.00,7165854.54,2369300.00,11784314.12,5531651.00,26601155.63
"""VIN""","""11607691""","""150ml BLANC BLANCS""",66.00,792.00,53.00,636.00,48.00,742.52,83.00,1162.50,250.00,3333.02,9189.00,141218.16,3016.00,44346.57,16743.00,291948.60,19290.00,306121.02,48238.00,783634.35,1414146.00,5832421.04,363609.00,1819993.93,1384763.00,7166597.06,2369383.00,11785476.62,5531901.00,26604488.65
"""VIN""","""11607692""","""ORPAILLEUR 250ml""",1.00,20.00,6.00,120.00,3.00,60.00,7.00,140.00,17.00,340.00,9190.00,141238.16,3022.00,44466.57,16746.00,292008.60,19297.00,306261.02,48255.00,783974.35,1414147.00,5832441.04,363615.00,1820113.93,1384766.00,7166657.06,2369390.00,11785616.62,5531918.00,26604828.65
"""VIN""","""11607693""","""ORPAILLEUR 500ml""",0.00,0.00,1.00,7.00,9.00,66.00,29.00,218.50,39.00,291.50,9190.00,141238.16,3023.00,44473.57,16755.00,292074.60,19326.00,306479.52,48294.00,784265.85,1414147.00,5832441.04,363616.00,1820120.93,1384775.00,7166723.06,2369419.00,11785835.12,5531957.00,26605120.15
"""VIN""","""11607713""","""KIM C. ILLUMINATE""",27.00,1557.02,13.00,538.00,105.00,6073.00,81.00,4649.02,226.00,12817.04,9217.00,142795.18,3036.00,45011.57,16860.00,298147.60,19407.00,311128.54,48520.00,797082.89,1414174.00,5833998.06,363629.00,1820658.93,1384880.00,7172796.06,2369500.00,11790484.14,5532183.00,26617937.19
"""VIN""","""11607714""","""150ml KIM C. ILLUMIN""",114.00,1351.76,51.00,602.75,305.00,3605.76,250.00,2953.75,720.00,8514.02,9331.00,144146.94,3087.00,45614.32,17165.00,301753.36,19657.00,314082.29,49240.00,805596.91,1414288.00,5835349.82,363680.00,1821261.68,1385185.00,7176401.82,2369750.00,11793437.89,5532903.00,26626451.21
"""VIN""","""11607715""","""1/4L KIM C. ILLUMINA""",127.00,2485.00,77.00,1507.25,533.00,10436.25,469.00,9189.75,1206.00,23618.25,9458.00,146631.94,3164.00,47121.57,17698.00,312189.61,20126.00,323272.04,50446.00,829215.16,1414415.00,5837834.82,363757.00,1822768.93,1385718.00,7186838.07,2370219.00,11802627.64,5534109.00,26650069.46
"""VIN""","""11607716""","""1/2L KIM C. ILLUMINA""",2.00,57.50,0.00,0.00,0.00,0.00,1.00,18.00,3.00,75.50,9460.00,146689.44,3164.00,47121.57,17698.00,312189.61,20127.00,323290.04,50449.00,829290.66,1414417.00,5837892.32,363757.00,1822768.93,1385718.00,7186838.07,2370220.00,11802645.64,5534112.00,26650144.96
"""VIN""","""11607731""","""DOM. BEAUREGARD""",13.00,1104.00,3.00,207.00,12.00,1020.00,13.00,1116.00,41.00,3447.00,9473.00,147793.44,3167.00,47328.57,17710.00,313209.61,20140.00,324406.04,50490.00,832737.66,1414430.00,5838996.32,363760.00,1822975.93,1385730.00,7187858.07,2370233.00,11803761.64,5534153.00,26653591.96
"""VIN""","""11607732""","""DOM. BEAUREGARD 5oz""",4.00,68.25,2.00,34.50,9.00,153.25,10.00,170.25,25.00,426.25,9477.00,147861.69,3169.00,47363.07,17719.00,313362.86,20150.00,324576.29,50515.00,833163.91,1414434.00,5839064.57,363762.00,1823010.43,1385739.00,7188011.32,2370243.00,11803931.89,5534178.00,26654018.21
"""VIN""","""11607733""","""DOM. BEAUREGARD 9oz""",1.00,28.50,2.00,57.50,19.00,580.50,12.00,366.50,34.00,1033.00,9478.00,147890.19,3171.00,47420.57,17738.00,313943.36,20162.00,324942.79,50549.00,834196.91,1414435.00,5839093.07,363764.00,1823067.93,1385758.00,7188591.82,2370255.00,11804298.39,5534212.00,26655051.21
"""VIN""","""11607803""","""CHAMPAGNE""",233.00,9674.50,14.00,267.00,80.00,2122.02,148.00,4437.54,475.00,16501.06,9711.00,157564.69,3185.00,47687.57,17818.00,316065.38,20310.00,329380.33,51024.00,850697.97,1414668.00,5848767.57,363778.00,1823334.93,1385838.00,7190713.84,2370403.00,11808735.93,5534687.00,26671552.27
"""VIN""","""11607804""","""PROSECCO""",20.00,993.00,16.00,718.00,37.00,1818.01,79.00,3827.02,152.00,7356.03,9731.00,158557.69,3201.00,48405.57,17855.00,317883.39,20389.00,333207.35,51176.00,858054.00,1414688.00,5849760.57,363794.00,1824052.93,1385875.00,7192531.85,2370482.00,11812562.95,5534839.00,26678908.30
"""VIN""","""11607806""","""CHIANTI RUFFINO""",57.00,2632.04,8.00,367.00,169.00,7764.12,198.00,9065.08,432.00,19828.24,9788.00,161189.73,3209.00,48772.57,18024.00,325647.51,20587.00,342272.43,51608.00,877882.24,1414745.00,5852392.61,363802.00,1824419.93,1386044.00,7200295.97,2370680.00,11821628.03,5535271.00,26698736.54
"""VIN""","""11607848""","""SELECT PATRON BLC""",5971.00,76748.42,2022.00,27816.03,7617.00,122802.45,10382.00,150585.40,25992.00,377952.30,15759.00,237938.15,5231.00,76588.60,25641.00,448449.96,30969.00,492857.83,77600.00,1255834.54,1420716.00,5929141.03,365824.00,1852235.96,1393661.00,7323098.42,2381062.00,11972213.43,5561263.00,27076688.84
"""VIN""","""11607849""","""SELECT DU PATRON""",985.00,14909.96,340.00,4880.81,1869.00,32651.30,2350.00,36863.83,5544.00,89305.90,16744.00,252848.11,5571.00,81469.41,27510.00,481101.26,33319.00,529721.66,83144.00,1345140.44,1421701.00,5944050.99,366164.00,1857116.77,1395530.00,7355749.72,2383412.00,12009077.26,5566807.00,27165994.74
"""VIN""","""11607851""","""DSJ BIO""",5.00,300.00,7.00,420.00,58.00,3480.00,50.00,3000.00,120.00,7200.00,16749.00,253148.11,5578.00,81889.41,27568.00,484581.26,33369.00,532721.66,83264.00,1352340.44,1421706.00,5944350.99,366171.00,1857536.77,1395588.00,7359229.72,2383462.00,12012077.26,5566927.00,27173194.74
"""VIN""","""11607856""","""PINOT GRIS BIO 5oz""",420.00,3079.52,108.00,788.76,418.00,3057.25,544.00,3966.75,1490.00,10892.28,17169.00,256227.63,5686.00,82678.17,27986.00,487638.51,33913.00,536688.41,84754.00,1363232.72,1422126.00,5947430.51,366279.00,1858325.53,1396006.00,7362286.97,2384006.00,12016044.01,5568417.00,27184087.02
"""VIN""","""11607857""","""PINOT GRIS BIO 1/4L""",378.00,4536.26,109.00,1307.50,559.00,6714.50,607.00,7238.53,1653.00,19796.79,17547.00,260763.89,5795.00,83985.67,28545.00,494353.01,34520.00,543926.94,86407.00,1383029.51,1422504.00,5951966.77,366388.00,1859633.03,1396565.00,7369001.47,2384613.00,12023282.54,5570070.00,27203883.81
"""VIN""","""11607858""","""PINOT GRIS BIO 1/2L""",1.00,23.00,3.00,69.00,6.00,138.00,9.00,207.00,19.00,437.00,17548.00,260786.89,5798.00,84054.67,28551.00,494491.01,34529.00,544133.94,86426.00,1383466.51,1422505.00,5951989.77,366391.00,1859702.03,1396571.00,7369139.47,2384622.00,12023489.54,5570089.00,27204320.81
"""VIN""","""11607889""","""CERBERE ROUGE""",94.00,4297.04,30.00,1285.00,398.00,17472.69,413.00,17905.20,935.00,40959.93,17642.00,265083.93,5828.00,85339.67,28949.00,511963.70,34942.00,562039.14,87361.00,1424426.44,1422599.00,5956286.81,366421.00,1860987.03,1396969.00,7386612.16,2385035.00,12041394.74,5571024.00,27245280.74
"""VIN""","""11607890""","""CERBERE ROUGE 5oz""",646.00,5954.02,134.00,1214.75,901.00,8187.02,1282.00,11541.54,2963.00,26897.33,18288.00,271037.95,5962.00,86554.42,29850.00,520150.72,36224.00,573580.68,90324.00,1451323.77,1423245.00,5962240.83,366555.00,1862201.78,1397870.00,7394799.18,2386317.00,12052936.28,5573987.00,27272178.07
"""VIN""","""11607891""","""CERBERE ROUGE 9oz""",1089.00,16564.55,283.00,4248.75,1499.00,22572.76,2048.00,30276.01,4919.00,73662.07,19377.00,287602.50,6245.00,90803.17,31349.00,542723.48,38272.00,603856.69,95243.00,1524985.84,1424334.00,5978805.38,366838.00,1866450.53,1399369.00,7417371.94,2388365.00,12083212.29,5578906.00,27345840.14
"""VIN""","""11607892""","""CARAFE CERBERE ROUGE""",6.00,159.00,7.00,185.50,29.00,768.50,36.00,954.00,78.00,2067.00,19383.00,287761.50,6252.00,90988.67,31378.00,543491.98,38308.00,604810.69,95321.00,1527052.84,1424340.00,5978964.38,366845.00,1866636.03,1399398.00,7418140.44,2388401.00,12084166.29,5578984.00,27347907.14
"""VIN""","""11607900""","""JALEO MANASTRELL""",115.00,3863.32,22.00,733.00,161.00,5403.08,241.00,8094.08,539.00,18093.48,19498.00,291624.82,6274.00,91721.67,31539.00,548895.06,38549.00,612904.77,95860.00,1545146.32,1424455.00,5982827.70,366867.00,1867369.03,1399559.00,7423543.52,2388642.00,12092260.37,5579523.00,27366000.62
"""VIN""","""11607901""","""LIBERADO""",29.00,1228.03,7.00,295.00,94.00,3966.06,145.00,6090.10,275.00,11579.19,19527.00,292852.85,6281.00,92016.67,31633.00,552861.12,38694.00,618994.87,96135.00,1556725.51,1424484.00,5984055.73,366874.00,1867664.03,1399653.00,7427509.58,2388787.00,12098350.47,5579798.00,27377579.81
"""VIN""","""11607906""","""INNISKILLIN PN""",20.00,976.04,3.00,146.00,39.00,1900.00,58.00,2820.02,120.00,5842.06,19547.00,293828.89,6284.00,92162.67,31672.00,554761.12,38752.00,621814.89,96255.00,1562567.57,1424504.00,5985031.77,366877.00,1867810.03,1399692.00,7429409.58,2388845.00,12101170.49,5579918.00,27383421.87
"""VIN""","""11607909""","""TOM GORE""",160.00,8970.52,55.00,2580.50,340.00,19309.05,393.00,22093.15,948.00,52953.22,19707.00,302799.41,6339.00,94743.17,32012.00,574070.17,39145.00,643908.04,97203.00,1615520.79,1424664.00,5994002.29,366932.00,1870390.53,1400032.00,7448718.63,2389238.00,12123263.64,5580866.00,27436375.09
"""VIN""","""11607924""","""VEUVE CLICQUOT""",5.00,582.00,2.00,294.00,12.00,1664.00,12.00,1464.00,31.00,4004.00,19712.00,303381.41,6341.00,95037.17,32024.00,575734.17,39157.00,645372.04,97234.00,1619524.79,1424669.00,5994584.29,366934.00,1870684.53,1400044.00,7450382.63,2389250.00,12124727.64,5580897.00,27440379.09
"""VIN""","""11607934""","""JALEO MANASTRELL 5oz""",275.00,2023.25,68.00,496.01,304.00,2223.00,418.00,3051.52,1065.00,7793.78,19987.00,305404.66,6409.00,95533.18,32328.00,577957.17,39575.00,648423.56,98299.00,1627318.57,1424944.00,5996607.54,367002.00,1871180.54,1400348.00,7452605.63,2389668.00,12127779.16,5581962.00,27448172.87
"""VIN""","""11607946""","""TOM GORE 5oz""",378.00,4347.84,98.00,1119.00,497.00,5732.50,828.00,9489.52,1801.00,20688.86,20365.00,309752.50,6507.00,96652.18,32825.00,583689.67,40403.00,657913.08,100100.00,1648007.43,1425322.00,6000955.38,367100.00,1872299.54,1400845.00,7458338.13,2390496.00,12137268.68,5583763.00,27468861.73
"""VIN""","""11607947""","""TOM GORE 9oz""",870.00,16608.02,204.00,3917.00,1122.00,21489.50,1439.00,27354.54,3635.00,69369.06,21235.00,326360.52,6711.00,100569.18,33947.00,605179.17,41842.00,685267.62,103735.00,1717376.49,1426192.00,6017563.40,367304.00,1876216.54,1401967.00,7479827.63,2391935.00,12164623.22,5587398.00,27538230.79
"""VIN""","""11607948""","""TOM GORE 500ml""",0.00,0.00,1.00,37.00,4.00,148.00,11.00,406.00,16.00,591.00,21235.00,326360.52,6712.00,100606.18,33951.00,605327.17,41853.00,685673.62,103751.00,1717967.49,1426192.00,6017563.40,367305.00,1876253.54,1401971.00,7479975.63,2391946.00,12165029.22,5587414.00,27538821.79
"""VIN""","""11607953""","""5oz PROSECCO""",120.00,1295.00,70.00,758.25,144.00,1561.00,178.00,1932.50,512.00,5546.75,21355.00,327655.52,6782.00,101364.43,34095.00,606888.17,42031.00,687606.12,104263.00,1723514.24,1426312.00,6018858.40,367375.00,1877011.79,1402115.00,7481536.63,2392124.00,12166961.72,5587926.00,27544368.54
"""VIN""","""11607955""","""DOM ST-JACQUES VIDAL""",39.00,1731.02,13.00,565.01,238.00,10973.10,182.00,8367.04,472.00,21636.17,21394.00,329386.54,6795.00,101929.44,34333.00,617861.27,42213.00,695973.16,104735.00,1745150.41,1426351.00,6020589.42,367388.00,1877576.80,1402353.00,7492509.73,2392306.00,12175328.76,5588398.00,27566004.71
"""VIN""","""11607956""","""SEASIDE SYRAH""",82.00,4056.01,15.00,591.50,147.00,7316.03,155.00,7645.03,399.00,19608.57,21476.00,333442.55,6810.00,102520.94,34480.00,625177.30,42368.00,703618.19,105134.00,1764758.98,1426433.00,6024645.43,367403.00,1878168.30,1402500.00,7499825.76,2392461.00,12182973.79,5588797.00,27585613.28
"""VIN""","""11607962""","""5oz SEASIDE""",77.00,776.00,29.00,291.25,176.00,1775.02,238.00,2399.25,520.00,5241.52,21553.00,334218.55,6839.00,102812.19,34656.00,626952.32,42606.00,706017.44,105654.00,1770000.50,1426510.00,6025421.43,367432.00,1878459.55,1402676.00,7501600.78,2392699.00,12185373.04,5589317.00,27590854.80
"""VIN""","""11607963""","""9oz SEASIDE""",163.00,2752.75,49.00,827.75,339.00,5725.50,405.00,6827.30,956.00,16133.30,21716.00,336971.30,6888.00,103639.94,34995.00,632677.82,43011.00,712844.74,106610.00,1786133.80,1426673.00,6028174.18,367481.00,1879287.30,1403015.00,7507326.28,2393104.00,12192200.34,5590273.00,27606988.10
"""VIN""","""11607964""","""1/2L SEASIDE""",0.00,0.00,0.00,0.00,2.00,67.00,1.00,33.00,3.00,100.00,21716.00,336971.30,6888.00,103639.94,34997.00,632744.82,43012.00,712877.74,106613.00,1786233.80,1426673.00,6028174.18,367481.00,1879287.30,1403017.00,7507393.28,2393105.00,12192233.34,5590276.00,27607088.10
"""VIN""","""11607965""","""5oz DOM ST-J BLC""",240.00,2136.51,49.00,459.25,336.00,3096.25,377.00,3496.01,1002.00,9188.02,21956.00,339107.81,6937.00,104099.19,35333.00,635841.07,43389.00,716373.75,107615.00,1795421.82,1426913.00,6030310.69,367530.00,1879746.55,1403353.00,7510489.53,2393482.00,12195729.35,5591278.00,27616276.12
"""VIN""","""11607966""","""9oz DOM ST-J BLC""",269.00,4035.75,106.00,1615.00,593.00,8952.25,492.00,7465.01,1460.00,22068.01,22225.00,343143.56,7043.00,105714.19,35926.00,644793.32,43881.00,723838.76,109075.00,1817489.83,1427182.00,6034346.44,367636.00,1881361.55,1403946.00,7519441.78,2393974.00,12203194.36,5592738.00,27638344.13
"""VIN""","""11607980""","""COTEAU ROUGEMONT BLC""",42.00,1643.00,94.00,2638.00,163.00,6839.54,179.00,7446.83,478.00,18567.37,22267.00,344786.56,7137.00,108352.19,36089.00,651632.86,44060.00,731285.59,109553.00,1836057.20,1427224.00,6035989.44,367730.00,1883999.55,1404109.00,7526281.32,2394153.00,12210641.19,5593216.00,27656911.50
"""VIN""","""11607981""","""5oz COTEAU ROUG. BLC""",191.00,1602.75,56.00,479.25,227.00,1935.25,283.00,2438.26,757.00,6455.51,22458.00,346389.31,7193.00,108831.44,36316.00,653568.11,44343.00,733723.85,110310.00,1842512.71,1427415.00,6037592.19,367786.00,1884478.80,1404336.00,7528216.57,2394436.00,12213079.45,5593973.00,27663367.01
"""VIN""","""11607982""","""9oz COTEAU ROUG. BLC""",1257.00,3715.27,88.00,1076.75,373.00,5127.75,403.00,5521.25,2121.00,15441.02,23715.00,350104.58,7281.00,109908.19,36689.00,658695.86,44746.00,739245.10,112431.00,1857953.73,1428672.00,6041307.46,367874.00,1885555.55,1404709.00,7533344.32,2394839.00,12218600.70,5596094.00,27678808.03
"""VIN""","""11607983""","""1/2L COTEAU ROUG. BL""",117.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,121.00,0.00,23832.00,350104.58,7285.00,109908.19,36689.00,658695.86,44746.00,739245.10,112552.00,1857953.73,1428789.00,6041307.46,367878.00,1885555.55,1404709.00,7533344.32,2394839.00,12218600.70,5596215.00,27678808.03
"""VIN""","""11607984""","""DOM ST-J CAGE BLC""",161.00,169.00,2.00,50.00,11.00,530.00,6.00,288.00,180.00,1037.00,23993.00,350273.58,7287.00,109958.19,36700.00,659225.86,44752.00,739533.10,112732.00,1858990.73,1428950.00,6041476.46,367880.00,1885605.55,1404720.00,7533874.32,2394845.00,12218888.70,5596395.00,27679845.03
"""VIN""","""11607985""","""5oz DOM ST-J CAGE BL""",26.00,269.50,7.00,72.25,18.00,186.75,28.00,289.25,79.00,817.75,24019.00,350543.08,7294.00,110030.44,36718.00,659412.61,44780.00,739822.35,112811.00,1859808.48,1428976.00,6041745.96,367887.00,1885677.80,1404738.00,7534061.07,2394873.00,12219177.95,5596474.00,27680662.78
"""VIN""","""11607986""","""9oz DOM ST-J CAGE BL""",35.00,592.75,5.00,84.25,37.00,626.75,26.00,443.51,103.00,1747.26,24054.00,351135.83,7299.00,110114.69,36755.00,660039.36,44806.00,740265.86,112914.00,1861555.74,1429011.00,6042338.71,367892.00,1885762.05,1404775.00,7534687.82,2394899.00,12219621.46,5596577.00,27682410.04
"""VIN""","""11607987""","""1/2L DOM ST-J CAGE B""",32.00,144.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00,144.00,24086.00,351279.83,7299.00,110114.69,36755.00,660039.36,44806.00,740265.86,112946.00,1861699.74,1429043.00,6042482.71,367892.00,1885762.05,1404775.00,7534687.82,2394899.00,12219621.46,5596609.00,27682554.04
"""VIN""","""11607988""","""COTEAU ROUGEMONT RGE""",23.00,873.01,39.00,1094.00,99.00,4145.05,145.00,5955.11,306.00,12067.17,24109.00,352152.84,7338.00,111208.69,36854.00,664184.41,44951.00,746220.97,113252.00,1873766.91,1429066.00,6043355.72,367931.00,1886856.05,1404874.00,7538832.87,2395044.00,12225576.57,5596915.00,27694621.21
"""VIN""","""11607989""","""5oz COTEAU ROUG. RGE""",179.00,1022.00,30.00,254.75,123.00,1051.50,218.00,1865.52,550.00,4193.77,24288.00,353174.84,7368.00,111463.44,36977.00,665235.91,45169.00,748086.49,113802.00,1877960.68,1429245.00,6044377.72,367961.00,1887110.80,1404997.00,7539884.37,2395262.00,12227442.09,5597465.00,27698814.98
"""VIN""","""11607990""","""9oz COTEAU ROUG. RGE""",132.00,1384.75,42.00,572.00,195.00,2680.51,285.00,3942.50,654.00,8579.76,24420.00,354559.59,7410.00,112035.44,37172.00,667916.42,45454.00,752028.99,114456.00,1886540.44,1429377.00,6045762.47,368003.00,1887682.80,1405192.00,7542564.88,2395547.00,12231384.59,5598119.00,27707394.74
"""VIN""","""11607992""","""DOM ST-J CAGE RGE""",23.00,560.00,0.00,0.00,43.00,2144.01,46.00,2246.00,112.00,4950.01,24443.00,355119.59,7410.00,112035.44,37215.00,670060.43,45500.00,754274.99,114568.00,1891490.45,1429400.00,6046322.47,368003.00,1887682.80,1405235.00,7544708.89,2395593.00,12233630.59,5598231.00,27712344.75
"""VIN""","""11607993""","""5oz DOM ST-J CAGE RG""",46.00,365.32,12.00,84.00,72.00,467.75,128.00,908.00,258.00,1825.07,24489.00,355484.91,7422.00,112119.44,37287.00,670528.18,45628.00,755182.99,114826.00,1893315.52,1429446.00,6046687.79,368015.00,1887766.80,1405307.00,7545176.64,2395721.00,12234538.59,5598489.00,27714169.82
"""VIN""","""11607994""","""9oz DOM ST-J CAGE RG""",55.00,865.25,11.00,178.00,63.00,1036.00,106.00,1772.75,235.00,3852.00,24544.00,356350.16,7433.00,112297.44,37350.00,671564.18,45734.00,756955.74,115061.00,1897167.52,1429501.00,6047553.04,368026.00,1887944.80,1405370.00,7546212.64,2395827.00,12236311.34,5598724.00,27718021.82
"""VIN""","""11607995""","""1/2L DOM ST-J CAGE R""",1.00,0.00,1.00,0.00,6.00,0.00,11.00,0.00,19.00,0.00,24545.00,356350.16,7434.00,112297.44,37356.00,671564.18,45745.00,756955.74,115080.00,1897167.52,1429502.00,6047553.04,368027.00,1887944.80,1405376.00,7546212.64,2395838.00,12236311.34,5598743.00,27718021.82
"""VIN FUT""","""11637601""","""PICHET SANGRIA""",188.00,5016.94,136.00,3629.84,734.00,19589.79,1275.00,34026.89,2333.00,62263.46,188.00,5016.94,136.00,3629.84,734.00,19589.79,1275.00,34026.89,2333.00,62263.46,1429690.00,6052569.98,368163.00,1891574.64,1406110.00,7565802.43,2397113.00,12270338.23,5601076.00,27780285.28
